,Unnamed: 0,Unnamed: 0.1,Danceability,Mode,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration (ms),ID_CHECK,Song name,Artist,Album,ID,Class
305,243,24,0.765,1,0.901,1,-4.956,0.25,0.119,1.97E-05,0.0482,0.609,153.015,196212,6XPgCW18GiGg0scbMcdxgX,"Sivakumar Pondati - From ""Sivakumarin Sabadham""",Hiphop Tamizha,"Sivakumar Pondati (From ""Sivakumarin Sabadham"")",6XPgCW18GiGg0scbMcdxgX,1
66,227,90,0.907,1,0.398,1,-15.495,0.217,0.0589,3.64E-05,0.248,0.901,130.899,261616,5cVGeRF155LSm6QDML2RlY,Odakaara,A.R. Rahman,Indira,5cVGeRF155LSm6QDML2RlY,1
353,211,80,0.57,0,0.442,2,-9.656,0.043,0.716,0.000788,0.0922,0.53,73.963,268456,0aI4SOX8BknvAfOs607FlV,Neethanae,A.R. Rahman,Mersal (Original Motion Picture Soundtrack),0aI4SOX8BknvAfOs607FlV,0
374,149,18,0.6,1,0.531,0,-6.5,0.0336,0.687,0,0.108,0.308,139.911,228214,2x1R5G71p2UsLEQtH6gtdL,"Thaarame Thaarame - From ""Kadaram Kondan""",Sid Sriram,"Thaarame Thaarame (From ""Kadaram Kondan"")",2x1R5G71p2UsLEQtH6gtdL,0
9,25,25,0.632,1,0.672,9,-7.845,0.105,0.429,0,0.179,0.568,74.97,162398,5ZyaKNHyiM83QVUUL3K7nO,The Intense of Fire - Theme,Yuvan Shankar Raja,Valimai (Original Motion Picture Soundtrack),5ZyaKNHyiM83QVUUL3K7nO,3
635,210,25,0.471,1,0.296,2,-10.081,0.0272,0.569,0.00151,0.0954,0.267,82.975,263576,3fwcv1Wd0Ry35gvWiELG0e,Nalla Nanban,Harris Jayaraj,Nanban (Original Motion Picture Soundtrack),3fwcv1Wd0Ry35gvWiELG0e,2
777,183,59,0.366,1,0.33,0,-7.198,0.0356,0.278,5.07E-06,0.109,0.126,89.108,121413,7KQzBQAJShO2Eik8SUjOJT,Poi Vaada,Yuvan Shankar Raja,Dharmadurai (Original Motion Picture Soundtrack),7KQzBQAJShO2Eik8SUjOJT,2
108,142,5,0.69,0,0.518,11,-8.843,0.0845,0.17,1.77E-06,0.382,0.746,76.995,398341,14xVnBjKnZG9JzmJrxj3Ju,Kurukku Siruthvalea,A.R. Rahman,Mudhalvan (Original Motion Picture Soundtrack),14xVnBjKnZG9JzmJrxj3Ju,1
599,30,30,0.706,1,0.401,2,-13.575,0.0434,0.592,0,0.213,0.521,91.062,340480,39Gy68wxBfGhNzu8Lrj7mB,Chakkari Nilave,Mani Sharma,Youth (Original Motion Picture Soundtrack),39Gy68wxBfGhNzu8Lrj7mB,2
82,61,2,0.689,1,0.71,2,-10.778,0.0511,0.153,1.41E-06,0.167,0.713,103.008,310707,65qiLslBoHIIwRPcU2nDex,Mudher Kanave,Harris Jayaraj,Majunu (Original Motion Picture Soundtrack),65qiLslBoHIIwRPcU2nDex,1
193,42,42,0.421,1,0.522,9,-5.803,0.0281,0.554,0,0.0705,0.521,74.865,257667,517jKnHDXP1tjEb4VV4s1U,Aval Appadi Onrum,Vijay Antony,Angadi Theru (Original Motion Picture Soundtrack),517jKnHDXP1tjEb4VV4s1U,1
52,21,21,0.371,0,0.934,10,-4.202,0.115,0.00145,9.20E-06,0.342,0.598,103.558,195435,5G9Ss3mudUihJWtDoYHSs4,Thalai Viduthalai,Anirudh Ravichander,Vivegam (Original Motion Picture Soundtrack),5G9Ss3mudUihJWtDoYHSs4,3
226,223,86,0.513,1,0.376,4,-16.638,0.119,0.133,0.000652,0.091,0.508,175.922,308010,5SRqt66Dhv4yvKbvGbHQsF,Thoda Thoda,A.R. Rahman,Indira,5SRqt66Dhv4yvKbvGbHQsF,1
235,130,71,0.711,0,0.66,5,-12.377,0.0558,0.408,4.98E-06,0.0984,0.842,157.514,242467,6N5LiovLlHuQHmi5p3z5Qb,Enkiruthai,Yuvan Shankar Raja,Winner (Original Motion Picture Soundtrack),6N5LiovLlHuQHmi5p3z5Qb,1
555,99,28,0.541,1,0.073,10,-20.266,0.0356,0.872,1.18E-06,0.0669,0.395,86.118,386265,0n6fEH7h3h3Lt3UMeUQqlB,Poralea Ponnu Thai-Sad,Various Artists,Karuthamma,0n6fEH7h3h3Lt3UMeUQqlB,2
325,34,34,0.474,0,0.537,6,-12.006,0.0337,0.901,0.196,0.112,0.236,149.951,365451,7F81FsjjLnWrT2Rp7eYb03,Naane Varugiraen,A.R. Rahman,O Kadhal Kanmani (Original Motion Picture Soundtrack),7F81FsjjLnWrT2Rp7eYb03,0
496,132,1,0.575,1,0.577,7,-6.674,0.0432,0.451,3.98E-06,0.264,0.157,90.012,282208,5cfKBuE5XKtlaNOVjQwA9H,"Kadhaippoma (From ""Oh My Kadavule"")",Leon James,"Kadhaippoma (From ""Oh My Kadavule"")",5cfKBuE5XKtlaNOVjQwA9H,0
47,16,16,0.585,0,0.883,7,-5.596,0.15,0.0485,0.000125,0.115,0.457,130.144,223747,4tC9EKLTfmLEryGR2f7Wjc,Po Nee Po - Remix - The Scream of Love,Anirudh Ravichander,3 (Original Motion Picture Soundtrack),4tC9EKLTfmLEryGR2f7Wjc,3
34,1,1,0.76,0,0.948,2,-3.39,0.0936,0.181,0,0.0962,0.537,99.971,267160,2gRJ3rj8GwCsl1a5tUo9dp,Arjunar Villu,Vidyasagar,Ghilli,2gRJ3rj8GwCsl1a5tUo9dp,3
396,270,51,0.627,0,0.902,5,-4.581,0.218,0.122,0,0.24,0.883,160.084,111683,3FRp7fZcmmXqn68iMmH8jB,Naan Siricha,Hiphop Tamizha,Naan Sirithal (Original Motion Picture Soundtrack),3FRp7fZcmmXqn68iMmH8jB,1
97,198,61,0.856,0,0.507,4,-13.555,0.183,0.0152,0,0.0929,0.811,96.999,321764,6ic3BzpUA3dsMOsTXvPfTe,Chikkubukku Chikkubukku Railea,A.R. Rahman,Gentleman,6ic3BzpUA3dsMOsTXvPfTe,1
300,46,46,0.198,0,0.295,4,-11.805,0.0379,0.912,0.00916,0.111,0.0593,94.932,193268,20dLgt3WQuNIVvHvUmnar8,Kaathalae Kaathalae - Version 1,Govind Vasantha,96 (Original Motion Picture Soundtrack),20dLgt3WQuNIVvHvUmnar8,0
385,150,19,0.568,0,0.886,6,-7.983,0.081,0.0123,3.40E-05,0.361,0.846,160.054,205759,4mOmWSdTmf6fSAibGWCKp7,Mental Manadhil,A.R. Rahman,O Kadhal Kanmani (Original Motion Picture Soundtrack),4mOmWSdTmf6fSAibGWCKp7,1
335,24,24,0.588,1,0.751,5,-7.823,0.0275,0.132,0.0126,0.0993,0.308,123.024,361463,2zMDYo1o1EVKgt5Xrm7Aoi,Naan Pizhaippeno,Darbuka Siva,Enai Noki Paayum Thota (Original Motion Picture Soundtrack),2zMDYo1o1EVKgt5Xrm7Aoi,1
490,256,37,0.734,0,0.721,9,-5.806,0.0556,0.157,2.96E-06,0.256,0.387,100.043,259200,2kAZP4MIGCitpBHn358pgU,"Meherezylaa - From ""Maanaadu""",Yuvan Shankar Raja,"Meherezylaa (From ""Maanaadu"")",2kAZP4MIGCitpBHn358pgU,1
216,207,70,0.416,1,0.329,4,-12.38,0.0346,0.808,0,0.0608,0.0976,120.026,360359,1NyK6HEYrFuA6nNwEaCOai,En Kadhale,A.R. Rahman,Duet,1NyK6HEYrFuA6nNwEaCOai,1
68,82,23,0.716,0,0.532,9,-8.045,0.0358,0.168,1.40E-06,0.103,0.784,99.959,336627,6ZsNSfsiwk3ufxbqIrw9LB,Yedho Ondru,Various Artists,Lesa Lesa (Original Motion Picture Soundtrack),6ZsNSfsiwk3ufxbqIrw9LB,1
395,180,49,0.589,1,0.346,7,-8.742,0.0302,0.656,3.29E-05,0.131,0.54,114.843,311127,5Mt9VMVJc2T5Pa3qKUfw9t,Visiri,Darbuka Siva,Enai Noki Paayum Thota (Original Motion Picture Soundtrack),5Mt9VMVJc2T5Pa3qKUfw9t,1
283,163,26,0.89,0,0.568,6,-16.866,0.247,0.0238,1.03E-06,0.0772,0.812,95.008,264229,5UBC8xX1rOqxGFkvy0xIXu,Pettai Rap,A.R. Rahman,Kaadhalan,5UBC8xX1rOqxGFkvy0xIXu,1
219,230,93,0.824,1,0.353,7,-14.879,0.243,0.279,0,0.0682,0.764,83.441,248480,14IbCMxPaSD3bkStHORkeL,Kannum Kannum,A.R. Rahman,Thiruda Thiruda (Original Motion Picture Soundtrack),14IbCMxPaSD3bkStHORkeL,0
209,111,52,0.687,0,0.532,5,-12.774,0.0794,0.469,0,0.194,0.716,119.911,277159,3UGU4o7pBVw5OId4WVFoK9,Unnai Ninaikave,Bharathwaj,Jay Jay (Original Motion Picture Soundtrack),3UGU4o7pBVw5OId4WVFoK9,1
98,204,67,0.777,1,0.32,9,-15.638,0.561,0.0926,0,0.129,0.808,154.106,254760,7iiv0NgaRH1g0Cuv67az0t,Senthamizh nattu Thamizhachiea,A.R. Rahman,Vandicholai Chinnarasu (Orignal Motion Picture Soundtrack),7iiv0NgaRH1g0Cuv67az0t,0
581,78,7,0.657,1,0.642,6,-12.316,0.0521,0.0598,2.47E-06,0.294,0.84,98.933,462838,6dX9xtT29kpGtijDGKMcF0,Nenichapadi,A.R. Rahman,Kadhalar Dhinam (Original Motion Picture Soundtrack),6dX9xtT29kpGtijDGKMcF0,1
174,112,53,0.706,1,0.567,0,-10.572,0.0343,0.101,0,0.0654,0.916,99.989,287133,0p0AuF581ZXbQosP1aCWQI,Thaaliyae Thevaiyillai,Yuvan Shankar Raja,Thaamirabharani (Original Motion Picture Soundtrack),0p0AuF581ZXbQosP1aCWQI,1
16,9,9,0.644,1,0.905,0,-5.86,0.11,0.048,0,0.284,0.81,170.092,252250,7mACD3mxKvcuYmXnVdgfCR,"Vaa Saamy (From ""Annaatthe"")",Various Artists,"Vaa Saamy (From ""Annaatthe"")",7mACD3mxKvcuYmXnVdgfCR,3
195,107,48,0.623,1,0.647,2,-7.028,0.0598,0.524,0,0.118,0.721,88.906,281313,6AIU0A3dZkkuipv1wOnIAs,Lesa Lesa,Various Artists,Lesa Lesa (Original Motion Picture Soundtrack),6AIU0A3dZkkuipv1wOnIAs,0
332,196,65,0.756,0,0.661,2,-5.769,0.0972,0.187,6.26E-06,0.0774,0.635,88.001,226784,5QoCBy9eUHYkeWpEpzAud9,Konji Pesida Venaam,Nivas K Prasanna,Sethupathi (Original Motion Picture Soundtrack),5QoCBy9eUHYkeWpEpzAud9,1
24,44,44,0.337,1,0.329,7,-9.724,0.0496,0.152,0.85,0.128,0.323,119.375,50000,7z14jau7LGKM807sqQewIN,Dilli_s Swag,Sam C.S.,Kaithi (Original Background Score),7z14jau7LGKM807sqQewIN,3
241,103,44,0.624,1,0.442,4,-11.753,0.0427,0.125,1.21E-05,0.278,0.191,77.995,293240,33XOZi42ZaLgPjNEjtIDI2,Poi Solla koodadhu,Vidyasagar,Run,33XOZi42ZaLgPjNEjtIDI2,1
513,74,74,0.552,0,0.609,2,-7.07,0.0331,0.79,0,0.0681,0.447,139.911,259680,20ByUIwcqVJrelRQrnmOpT,Onnum Puriyala,D. Imman,Kumki (Original Motion Picture Soundtrack),20ByUIwcqVJrelRQrnmOpT,0
526,126,126,0.736,0,0.778,11,-6.728,0.0386,0.0246,0.00174,0.0533,0.837,125.999,304000,78R4fDeRrcoBIxL6uX4TnJ,Mersalaayitten,A.R. Rahman,I (Original Motion Picture Soundtrack),78R4fDeRrcoBIxL6uX4TnJ,1
196,147,10,0.407,1,0.576,6,-9.21,0.0967,0.328,0,0.0879,0.757,94.298,468568,2RYdglc0SXGveIaukv9qeN,Dhaandiya Aatamum,A.R. Rahman,Kadhalar Dhinam,2RYdglc0SXGveIaukv9qeN,0
629,68,68,0.787,1,0.553,1,-7.939,0.0292,0.136,0.00195,0.105,0.16,99.968,236511,0jOueRq6wB3lzRe9qxpiIF,O Sathiye,Ghibran,Theeran Adhigaaram Ondru (Original Motion Picture Soundtrack),0jOueRq6wB3lzRe9qxpiIF,2
51,12,12,0.479,0,0.939,11,-5.165,0.209,0.755,0.266,0.085,0.662,185.632,281250,6LFytX67259syPcZx6nUAP,Soorayaatam,Santhosh Narayanan,Mahaan (Original Motion Picture Soundtrack),6LFytX67259syPcZx6nUAP,3
18,36,36,0.722,1,0.672,8,-8.597,0.0748,0.306,0.901,0.0546,0.596,100.032,87600,7rto8ANj8esy1YSfDekGSL,"Valimai Motion Poster Theme (From ""Valimai"")",Yuvan Shankar Raja,"Valimai Motion Poster Theme (From ""Valimai"")",7rto8ANj8esy1YSfDekGSL,3
778,134,10,0.517,0,0.163,4,-12.718,0.0258,0.909,0.000616,0.173,0.14,80.022,238014,2B0yZlHgvdZ32NdeLEDq9p,"Chittu Kuruvi (From ""Maaran"")",Dhanush,"Chittu Kuruvi (From ""Maaran"")",2B0yZlHgvdZ32NdeLEDq9p,2
36,37,37,0.473,1,0.837,9,-7.101,0.0336,0.0968,0.912,0.297,0.212,97.261,63711,6GFtWQYco30oKpMr5xJwy2,"Soul of Doctor (Theme) [From ""Doctor""]",Anirudh Ravichander,"Soul of Doctor (Theme) [From ""Doctor""]",6GFtWQYco30oKpMr5xJwy2,3
37,0,0,0.646,1,0.879,1,-3.668,0.0823,0.00659,0.0607,0.117,0.429,123.849,143710,4wCy7erulqUfFQNVaZBD9b,Once Upon a Time,Anirudh Ravichander,Vikram (Original Motion Picture Soundtrack),4wCy7erulqUfFQNVaZBD9b,3
567,164,40,0.498,0,0.239,0,-12.622,0.0327,0.864,0.0089,0.258,0.154,127.965,287258,3SlP2irItiBEPpOIiImU9m,Neenga Mudiyuma,Ilaiyaraaja,Psycho (Tamil) [Original Motion Picture Soundtrack],3SlP2irItiBEPpOIiImU9m,0
22,30,30,0.611,1,0.769,2,-6.605,0.0672,0.00291,0.739,0.347,0.481,160.024,270563,6lQrf0AtaMapZ0EUWbVTKj,Rain Fight,Santhosh Narayanan,Kaala (Original Soundtrack),6lQrf0AtaMapZ0EUWbVTKj,3
614,94,23,0.614,0,0.288,7,-10.707,0.0258,0.861,0.00101,0.31,0.24,104.926,314120,1NSV1UUukcgQc3eSiS02zK,Sandhya Sandhya,Deva,Ninaivirukkum Varai (Original Motion Picture Soundtrack),1NSV1UUukcgQc3eSiS02zK,2
505,234,15,0.772,0,0.774,6,-6.095,0.223,0.157,0,0.182,0.618,115.075,189522,5vrZxAYip2EmN7nvZE3UvX,"Edakku Modakku (From ""Naai Sekar"")",Anirudh Ravichander,"Edakku Modakku (From ""Naai Sekar"")",5vrZxAYip2EmN7nvZE3UvX,1
78,86,27,0.559,0,0.739,7,-7.039,0.0822,0.0222,0.00416,0.095,0.711,128.708,314120,1rIcQzICRMvKibIjmncSN9,Yaaro - Duet Version,Yuvan Shankar Raja,Chennai-600028 (Original Motion Picture Soundtrack),1rIcQzICRMvKibIjmncSN9,1
194,152,15,0.566,0,0.617,5,-12.141,0.0661,0.191,0.000954,0.313,0.887,101.939,379157,2P1wERinlW4BdTFzFVXXVR,Jumballakka,Various Artists,En Swasa Kaatre,2P1wERinlW4BdTFzFVXXVR,0
766,97,26,0.661,0,0.866,7,-6.034,0.0889,0.294,2.39E-05,0.101,0.656,171.901,271333,4Idyu6rZGvC7y5tXGcEynQ,"Parthu Parthu (Repeat) - Language: Tamil; Film: Nee Varuvaai Ena…; Film Artist 1: Parthipan, Ajith; Film Artist 2: Devaiyani",S.A. Rajkumar,Thullatha Manamum Thullum & Nee Varuvai Ena,4Idyu6rZGvC7y5tXGcEynQ,2
404,56,56,0.283,1,0.613,5,-7.702,0.0581,0.471,0,0.104,0.386,78.154,368107,7xV3MCJ6YI3K4I6Jt1a9H7,Osaka Osaka,Anirudh Ravichander,Vanakkam Chennai (Original Motion Picture Soundtrack),7xV3MCJ6YI3K4I6Jt1a9H7,1
357,218,87,0.904,0,0.75,10,-2.592,0.0639,0.0493,0.000295,0.0637,0.773,95.072,166372,36BwgojDYh1SOmZ6gG7WqR,"Kadhal Psycho (From ""Saaho"")",Anirudh Ravichander,"Kadhal Psycho (From ""Saaho"")",36BwgojDYh1SOmZ6gG7WqR,1
64,115,56,0.691,0,0.772,10,-7.015,0.239,0.226,0,0.0911,0.65,79.94,324425,4EZlHutKDixsRzlaYT98OH,Mannile,Devi Sri Prasad,Mazhai,4EZlHutKDixsRzlaYT98OH,1
735,21,21,0.362,1,0.711,9,-4.652,0.0386,0.525,0,0.329,0.336,164.649,299306,7lBWLsnWYvQOT95UhN7D46,"Marandhaye - From ""Teddy""",D. Imman,"Marandhaye (From ""Teddy"")",7lBWLsnWYvQOT95UhN7D46,2
191,73,14,0.673,1,0.802,5,-8.04,0.0481,0.228,0.000132,0.0932,0.414,99.025,384040,2kuoUgsRJ3vIOG5veesOdN,Neeye Neeye naane,Srikanth Deva,M.Kumaran Son of Mahalakshmi (Original Motion Picture Soundtrack),2kuoUgsRJ3vIOG5veesOdN,0
159,143,6,0.727,1,0.388,6,-11.828,0.0437,0.133,0,0.0698,0.582,95.018,334550,6erhWA07TRTqtISu5ODMlL,Sotta Sotta,A.R. Rahman,Taj Mahal (Original Motion Picture Soundtrack),6erhWA07TRTqtISu5ODMlL,1
524,254,35,0.815,1,0.688,0,-6.101,0.0659,0.00159,4.11E-06,0.111,0.641,101.968,167059,3z5ITnx50sxmTospLAcM03,Enjoy Enjaami - Spotify Singles (with Dhee feat. Arivu & Santhosh Narayanan),DJ Snake,Enjoy Enjaami - Spotify Singles (with Dhee feat. Arivu & Santhosh Narayanan),3z5ITnx50sxmTospLAcM03,1
739,131,7,0.6,1,0.464,0,-8.596,0.0261,0.505,0.00116,0.0644,0.407,114.927,192000,2e0bcuLnzCkZlr7OFPVXjY,Enna Kurai,Yuvan Shankar Raja,Valimai (Original Motion Picture Soundtrack),2e0bcuLnzCkZlr7OFPVXjY,2
557,93,22,0.778,0,0.392,4,-12.745,0.0628,0.492,0.00107,0.131,0.695,90.989,291657,1jkOaZnspIbGEBv4ag3hHI,Endhan Kuyil Engey,Ilaiyaraaja,Kannukul Nilavu (Original Motion Picture Soundtrack),1jkOaZnspIbGEBv4ag3hHI,2
720,20,20,0.571,0,0.818,5,-3.926,0.0857,0.0966,0,0.16,0.781,160.036,260813,6sAdmaffuMijDszeFrGF1H,"Enakenna Yaarum Illaye (From ""Aakko"")",Anirudh Ravichander,"Enakenna Yaarum Illaye (From ""Aakko"")",6sAdmaffuMijDszeFrGF1H,2
264,55,55,0.655,1,0.316,9,-13.67,0.0497,0.734,0,0.068,0.19,115.025,230528,1gRe4pNeftSm6aheXtsLmN,Nenjukkul Peidhidum - Lofi Flip,Harris Jayaraj,Nenjukkul Peidhidum (Lofi Flip),1gRe4pNeftSm6aheXtsLmN,1
522,217,86,0.684,1,0.489,1,-8.625,0.0595,0.639,0,0.105,0.375,87.104,225559,1K1NqgcheWNhxJ9jg51ov5,Kanne Kanne,Sam C.S.,Ayogya,1K1NqgcheWNhxJ9jg51ov5,1
349,70,70,0.572,1,0.618,4,-9.95,0.0426,0.0981,0.00708,0.113,0.306,158,301951,4kBIdJ6kkfDM1Q1oauAvJ8,Neeyum Naanum,Anirudh Ravichander,Naanum Rowdy Dhaan,4kBIdJ6kkfDM1Q1oauAvJ8,0
701,215,30,0.609,1,0.68,4,-5.85,0.0301,0.7,1.12E-06,0.137,0.595,116.838,237907,2xGnsE5SHFprwNOXs90xBQ,Anbulla Appa,D. Imman,Sigaram Thodu (Original Motion Picture Soundtrack),2xGnsE5SHFprwNOXs90xBQ,2
463,184,53,0.664,0,0.451,9,-6.95,0.0278,0.776,0.000181,0.149,0.304,144.919,252689,3ahPaAj1WAfk4ahBjDaT8X,Nillayo,Various Artists,Athe Nila - Tamil Love Hits,3ahPaAj1WAfk4ahBjDaT8X,1
303,131,0,0.401,1,0.488,2,-8.417,0.0288,0.6,0,0.124,0.455,149.951,243570,1UUgngRGzFWfgpyN0WAN1r,"Naan Pizhai (From ""Kaathuvaakula Rendu Kaadhal"")",Anirudh Ravichander,"Naan Pizhai (From ""Kaathuvaakula Rendu Kaadhal"")",1UUgngRGzFWfgpyN0WAN1r,0
181,165,28,0.579,0,0.794,11,-7.865,0.176,0.0649,1.55E-06,0.0779,0.675,176.092,429116,468DmIR7WVHAaZZXm4Zbpv,Enakke Enakkaa,A.R. Rahman,Jeans (Original Motion Picture Soundtrack),468DmIR7WVHAaZZXm4Zbpv,1
342,75,75,0.655,1,0.941,1,-5.185,0.14,0.476,3.22E-06,0.215,0.344,88.073,251333,2RB3zzgxWc2RRBaJOkSEka,Senjitaley,Anirudh Ravichander,Remo (Original Motion Picture Soundtrack),2RB3zzgxWc2RRBaJOkSEka,1
14,23,23,0.51,1,0.784,1,-6.683,0.126,0.0297,0.0336,0.387,0.215,119.828,166146,5AicrDW9QWF33pMW7NOOTL,"The Monster Song (From ""KGF Chapter 2 - Tamil"")",Ravi Basrur,"The Monster Song (From ""KGF Chapter 2 - Tamil"")",5AicrDW9QWF33pMW7NOOTL,3
278,126,67,0.789,0,0.427,7,-10.988,0.0877,0.41,0,0.113,0.849,79.974,271961,4BKopFyPSH8oj9OsMw5es4,Thanthana Thanthana (From Thavasi),S. P. Balasubrahmanyam,S.P.B and K.J.Jesudas Hits,4BKopFyPSH8oj9OsMw5es4,1
372,94,94,0.885,0,0.623,11,-7.888,0.0442,0.116,1.38E-05,0.167,0.363,107.013,309173,7uQlCXY5sxeyETkHZvTo0v,Lolita,Harris Jayaraj,Engeyum Kadhal (Original Motion Picture Soundtrack),7uQlCXY5sxeyETkHZvTo0v,0
352,122,122,0.696,1,0.41,2,-9.455,0.0455,0.27,0.00548,0.0883,0.708,168.061,314440,3mgu1ZvnUUDDl2lDFdrKaI,Nenjil Nenjil,Harris Jayaraj,Engeyum Kadhal (Original Motion Picture Soundtrack),3mgu1ZvnUUDDl2lDFdrKaI,0
558,207,22,0.701,1,0.37,2,-8.412,0.0316,0.71,0,0.104,0.294,130.01,253527,7tJGaSRRCdqGEDO5QWfvXD,Kavalayodam,Various Artists,Thimiru Pudichavan (Original Motion Picture Soundtrack),7tJGaSRRCdqGEDO5QWfvXD,2
285,183,52,0.715,0,0.572,2,-7.773,0.0641,0.502,0,0.118,0.539,145.018,253241,5dmT9CGPfulrQxLZDKnujW,"Uyir Uruvaatha - From ""Iravukku Aayiram Kangal""",Various Artists,Adiyae Azhagae,5dmT9CGPfulrQxLZDKnujW,1
233,120,61,0.818,0,0.721,5,-4.175,0.0368,0.147,6.48E-05,0.229,0.897,125.041,322340,48PU4QJAmnv2SBrCpaZq5Y,Pathinettu Vayathil,Vidyasagar,Villain (Original Motion Picture Soundtrack),48PU4QJAmnv2SBrCpaZq5Y,1
49,45,45,0.425,1,0.595,2,-8.296,0.0533,0.437,0.000826,0.0958,0.0892,109.91,195818,3ofnkr6j3FLAHc2eTh9YnQ,Karuppu Vellai,Sam C.S.,Vikram Vedha (Original Motion Picture Soundtrack),3ofnkr6j3FLAHc2eTh9YnQ,3
295,83,83,0.786,0,0.659,2,-7.447,0.0289,0.433,0.00109,0.0997,0.951,135.449,254653,1PSz9VCtLOo4sgcFluNMPu,Mayam Seidhayo,Vijay Antony,Velayudham (Original Motion Picture Soundtrack),1PSz9VCtLOo4sgcFluNMPu,1
192,122,63,0.402,0,0.215,0,-12.825,0.0306,0.783,0.0185,0.103,0.167,109.775,288000,2Hf0Puh1w4HvTae2HSw6Hu,Nee Partha,Ilaiyaraaja,Heyram (Original Motion Picture Soundtrack),2Hf0Puh1w4HvTae2HSw6Hu,1
158,70,11,0.74,0,0.489,11,-9.429,0.0476,0.0383,0,0.162,0.658,113.029,361533,1hLIKcQCD7i1AwLfnGrwWX,June Ponal,Harris Jayaraj,Unnale Unnale (Original Motion Picture Soundtrack),1hLIKcQCD7i1AwLfnGrwWX,1
30,15,15,0.615,1,0.802,1,-6.805,0.0736,0.197,5.94E-06,0.263,0.52,92.039,367438,77erMdZh4xXwtFs3HgPBBT,Om Shiva Hom,Ilaiyaraaja,Naan Kadavul (Original Motion Picture Soundtrack),77erMdZh4xXwtFs3HgPBBT,3
709,96,25,0.627,1,0.745,7,-9.34,0.043,0.0297,0.000142,0.0889,0.498,102.981,345720,1ZIc5guAPdAKRSiwCpPpoA,Kadhali Kadhali,Deva,Avvai Shanmugi,1ZIc5guAPdAKRSiwCpPpoA,2
17,49,49,0.442,0,0.694,11,-10.747,0.072,0.0531,0.265,0.218,0.233,164.604,205206,4WahGHVSZmo7PuxtH8z6XL,Gnyabagam Varugiradha (Vishwaroopam),Ghibran,Vishwaroopam Ii,4WahGHVSZmo7PuxtH8z6XL,3
622,223,38,0.462,0,0.217,4,-11.436,0.0466,0.873,0,0.339,0.388,120.971,272639,4b5m9ozBsFjIhDbg0IRpbL,Thenpandi Cheemayile,Ilaiyaraaja,Nayagan (Original Motion Picture Soundtrack),4b5m9ozBsFjIhDbg0IRpbL,2
750,100,29,0.745,0,0.428,4,-12.078,0.0409,0.33,3.32E-05,0.0748,0.435,116.126,308199,5MiLho4OcCWI7sMnfkzK0L,Anbe Vaa Arigiley,Ilaiyaraaja,Kilipetchu Ketkava,5MiLho4OcCWI7sMnfkzK0L,2
221,221,84,0.669,1,0.0171,7,-26.352,0.12,0.0118,6.95E-06,0.0676,0.279,135.769,30000,6nnCvFaPPRdQvPDPmhk3vm,Samba Samba,A.R. Rahman,Love Birds,6nnCvFaPPRdQvPDPmhk3vm,0
462,166,35,0.674,0,0.767,1,-5.049,0.0469,0.139,1.39E-06,0.208,0.56,88,304773,1VxCdnd46iCgHP5zXGCXPe,"Nira - From ""Takkar""",Sid Sriram,"Nira (From ""Takkar"")",1VxCdnd46iCgHP5zXGCXPe,1
559,103,32,0.579,1,0.436,5,-13.987,0.13,0.358,0,0.0947,0.669,175.329,249192,5IMt4ghkeEd3iuNIjTVCoe,Kathaazhang Kaattu Vazhi,Various Artists,Kizhakku Cheemayile,5IMt4ghkeEd3iuNIjTVCoe,1
48,7,7,0.584,1,0.847,2,-5.106,0.0933,0.00105,0.000525,0.333,0.371,170.983,220351,1aQ58u4guUf999iQX3J2HF,"Beast Mode (From ""Beast"")",Anirudh Ravichander,"Beast Mode (From ""Beast"")",1aQ58u4guUf999iQX3J2HF,3
231,168,31,0.771,1,0.485,2,-13.624,0.102,0.102,4.88E-06,0.103,0.803,79.975,347665,6wQ5javGqRoOGvlBxpMqRz,Oru Thuli,Various Artists,En Swasa Kaatre,6wQ5javGqRoOGvlBxpMqRz,0
87,17,17,0.753,0,0.574,9,-7.624,0.0317,0.158,6.56E-05,0.207,0.703,136.019,346000,1nfzHDbYXHzgPoVGc8gJP2,Nila Nee Vaanam,Sabesh Murali,Pokkisham (Original Motion Picture Soundtrack),1nfzHDbYXHzgPoVGc8gJP2,1
162,175,38,0.543,0,0.593,4,-6.461,0.0552,0.623,0,0.0904,0.593,126.743,353133,0ZMOIWlRK56eQPamwvg9Cf,Kannalanae,A.R. Rahman,Bombay (Original Motion Picture Soundtrack),0ZMOIWlRK56eQPamwvg9Cf,2
625,107,36,0.732,0,0.583,5,-8.64,0.0296,0.276,2.58E-05,0.114,0.818,91.949,306720,4Uh1zy3huQ5QErzR30Y2rb,Unai Ninaithu Naan Enai,Deva,Ninaithen Vanthai (Original Motion Picture Soundtrack),4Uh1zy3huQ5QErzR30Y2rb,1
114,166,29,0.841,1,0.612,2,-8.994,0.0544,0.0312,0.0176,0.0831,0.79,123.014,300979,745aajKtj83m03Bdksc387,Nayagra,Various Artists,En Swasa Kaatre,745aajKtj83m03Bdksc387,1
